阳原,河北,75800,313
怀安,河北,76100,313
万全,河北,76200,313
崇礼,河北,76300,313
张北,河北,76400,313
沽源,河北,76500,313
康保,河北,76600,313
尚义,河北,76700,313
承德,河北,67000,314
兴隆,河北,67300,314
承德县,河北,67400,314
平泉,河北,67500,314
宽城,河北,67600,314
隆化,河北,68100,314
滦平,河北,68200,314
丰宁,河北,68300,314
围场,河北,68400,314
唐山,河北,63000,315
唐海,河北,63200,315
丰南,河北,63300,315
滦南,河北,63500,315
乐亭,河北,63600,315
滦县,河北,63700,315
丰润,河北,64000,315
玉田,河北,64100,315
遵化,河北,64200,315
迁西,河北,64300,315
迁安,河北,64400,315
霸州,河北,65700,316
三河,河北,101600,316
大厂,河北,101700,316
固安,河北,102700,316
廊坊,河北,102800,316
香河,河北,302550,316
永清,河北,302650,316
文安,河北,302850,316
大城,河北,302950,316
沧州,河北,61000,317
黄骅,河北,61100,317
海兴,河北,61200,317
盐山,河北,61300,317
孟村,河北,61400,317
南皮,河北,61500,317
东光,河北,61600,317
吴桥,河北,61800,317
泊头,河北,62100,317
献县,河北,62200,317
肃宁,河北,62300,317
河间,河北,62400,317
任丘,河北,62500,317
青县,河北,62600,317
安平,河北,52600,318
铙阳,河北,52700,318
深州,河北,52800,318
衡水,河北,53000,318
枣强,河北,53100,318
冀县,河北,53200,318
武强,河北,53300,318
武邑,河北,53400,318
景县,河北,53500,318
阜城,河北,61700,318
故城,河北,253800,318
宁晋,河北,51600,319
新河,河北,51700,319
南宫,河北,51800,319
邢台,河北,54000,319
沙河,河北,54100,319
内丘,河北,54200,319
临城,河北,54300,319
南和,河北,54400,319
平乡,河北,54500,319
广宗,河北,54600,319
威县,河北,54700,319
清河,河北,54800,319
任县,河北,55100,319
巨鹿,河北,55200,319
隆尧,河北,55300,319
柏乡,河北,55400,319
临西,河北,57800,319
秦皇岛,河北,66000,335
抚宁,河北,66300,335
卢龙,河北,66400,335
青龙,河北,66500,335
昌黎,河北,66600,335
右玉,山西,37200,349
应县,山西,37600,349
怀仁,山西,38300,349
山阴,山西,38400,349
朔州,山西,38500,349
忻州,山西,34000,350
原平,山西,34100,350
代县,山西,34200,350
繁峙,山西,34300,350
静乐,山西,35100,350
定襄,山西,35400,350
五台,山西,35500,350
宁武,山西,36000,350
神池,山西,36100,350
五寨,山西,36200,350
岢岚,山西,36300,350
偏关,山西,36400,350
河曲,山西,36500,350
保德,山西,36600,350
太原,山西,30000,351
阳曲,山西,30100,351
古交,山西,30200,351
娄烦,山西,30300,351
清徐,山西,30400,351
灵丘,山西,34400,352
大同,山西,37000,352
左云,山西,37100,352
大同县,山西,37300,352
浑源,山西,37400,352
广灵,山西,37500,352
阳高,山西,38100,352
天镇,山西,38200,352
孟县,山西,45100,353
平定,山西,45200,353
阳泉,山西,75800,353
榆次,山西,30600,354
太谷,山西,30800,354
祁县,山西,30900,354
平遥,山西,31100,354
介休,山西,31200,354
灵石,山西,31300,354
寿阳,山西,31700,354
榆社,山西,31800,354
左权,山西,32600,354
和顺,山西,32700,354
昔阳,山西,45300,354
长治,山西,46000,355
屯留,山西,46100,355
襄垣,山西,46200,355
武乡,山西,46300,355
沁县,山西,46400,355
沁源,山西,46500,355
长子,山西,46600,355
长治县,山西,47100,355
壶关,山西,47300,355
平顺,山西,47400,355
潞城,山西,47500,355
黎城,山西,47600,355
高平,山西,46700,356
晋城,山西,48000,356
阳城,山西,48100,356
沁水,山西,48200,356
陵川,山西,48300,356
霍州,山西,31400,357
汾西,山西,31500,357
洪洞,山西,31600,357
临汾,山西,41000,357
蒲县,山西,41200,357
隰县,山西,41300,357
永和,山西,41400,357
襄汾,山西,41500,357
乡宁,山西,42100,357
吉县,山西,42200,357
大宁,山西,42300,357
古县,山西,42400,357
安泽,山西,42500,357
浮山,山西,42600,357
候马,山西,43000,357
曲沃,山西,43400,357
翼城,山西,43500,357
交城,山西,30500,358
文水,山西,32100,358
孝义,山西,32300,358
交口,山西,32400,358
石楼,山西,32500,358
离石,山西,33000,358
方山,山西,33100,358
临县,山西,33200,358
汾阳,山西,33200,358
柳林,山西,33300,358
中阳,山西,33400,358
岚县,山西,35200,358
兴县,山西,35300,358
新绛,山西,43100,359
稷山,山西,43200,359
河津,山西,43300,359
绛县,山西,43600,359
垣曲,山西,43700,359
闻喜,山西,43800,359
运城,山西,44000,359
临猗,山西,44100,359
万荣,山西,44200,359
平陆,山西,44300,359
夏县,山西,44400,359
永剂,山西,44500,359
芮城,山西,44600,359
商丘,河南,476000,370
商丘县,河南,476100,370
柘城,河南,476200,370
虞城,河南,476300,370
夏邑,河南,476400,370
永城,河南,476600,370
宁陵,河南,476700,370
民权,河南,476800,370
睢县,河南,476900,370
郑州,河南,450000,371
荥阳,河南,450100,371
上街,河南,451000,371
新郑,河南,451100,371
巩县,河南,451200,371
中牟,河南,451400,371
新密,河南,452300,371
登封,河南,452400,371
安阳,河南,455000,372
安阳县,河南,455100,372
汤阴,河南,456100,372
内黄,河南,456300,372
滑县,河南,456400,372
林县,河南,456500,372
卫辉,河南,453100,373
延津,河南,453200,373
封丘,河南,453300,373
长垣,河南,453400,373
原阳,河南,453500,373
辉县,河南,453600,373
新乡,河南,453700,373
获嘉,河南,453800,373
禹州,河南,452500,374
许昌,河南,461000,374
鄢陵,河南,461200,374
长葛,河南,461500,374
襄城,河南,452600,375
舞钢,河南,462500,375
平顶山,河南,467000,375
郏县,河南,467100,375
叶县,河南,467200,375
鲁山,河南,467300,375
宝丰,河南,467400,375
汝州,河南,467500,375
信阳,河南,464000,376
信阳县,河南,464100,376
罗山,河南,464200,376
卧龙,河南,473000,377
宛城,河南,473100,377
方城,河南,473200,377
社旗,河南,473300,377
唐河,河南,473400,377
新野,河南,473500,377
邓州,河南,474100,377
镇平,河南,474200,377
内乡,河南,474300,377
浙川,河南,474400,377
西峡,河南,474500,377
南召,河南,474600,377
桐柏,河南,474700,377
尉氏,河南,452100,378
通许,河南,452200,378
开封,河南,475000,378
开封县,河南,475100,378
杞县,河南,475200,378
兰考,河南,475300,378
洛阳,河南,471000,379
孟津,河南,471100,379
汝阳,河南,471200,379
伊川,河南,471300,379
嵩县,河南,471400,379
栾川,河南,471500,379
宜阳,河南,471600,379
洛宁,河南,471700,379
新安,河南,471800,379
偃师,河南,471900,379
焦作,河南,454100,391
修武,河南,454300,391
博爱,河南,454400,391
沁阳,河南,454500,391
济源,河南,454600,391
孟县,河南,454700,391
温县,河南,454800,391
武陟,河南,454900,391
浚县,河南,456200,392
鹤壁,河南,456600,392
淇县,河南,456700,392
濮阳,河南,457000,393
濮阳县,河南,457002,393
清丰,河南,457300,393
南乐,河南,457400,393
范县,河南,457500,393
台前,河南,457600,393
扶沟,河南,461300,394
周口,河南,466000,394
商水,河南,466100,394
项城,河南,466200,394
沈丘,河南,466300,394
西华,河南,466600,394
淮阳,河南,466700,394
太康,河南,475400,394
郸城,河南,477100,394
鹿邑,河南,477200,394
漯河,河南,462000,395
郾城,河南,462300,395
舞阳,河南,462400,395
临颖,河南,462600,395
西平,河南,462100,396
驻马店,河南,463000,396
遂平,河南,463100,396
确山,河南,463200,396
汝南,河南,463300,396
平舆,河南,463400,396
新蔡,河南,463500,396
正阳,河南,463600,396
泌阳,河南,463700,396
上蔡,河南,463800,396
息县,河南,464300,397
淮滨,河南,464400,397
潢川,河南,465100,397
固始,河南,465200,397
商城,河南,465300,397
光山,河南,465400,397
新县,河南,465500,397
三门峡,河南,472000,398
陕县,河南,472100,398
卢氏,河南,472200,398
义马,河南,472300,398
渑池,河南,472400,398
灵宝,河南,472500,398
铁岭,辽宁,112000,410
开原,辽宁,112300,410
西丰,辽宁,112400,410
昌图,辽宁,112500,410
铁岭县,辽宁,112600,410
铁法,辽宁,112700,410
大连,辽宁,116000,411
金县,辽宁,116100,411
新金,辽宁,116200,411
瓦房店,辽宁,116300,411
庄河,辽宁,116400,411
长海,辽宁,116500,411
普兰店,辽宁,116600,411
鞍山,辽宁,114000,412
台安,辽宁,114100,412
海城,辽宁,114200,412
岫岩,辽宁,114300,412
抚顺,辽宁,113000,413
抚顺县,辽宁,113100,413
新宾,辽宁,113200,413
清原,辽宁,113300,413
本溪,辽宁,117000,414
本溪县,辽宁,117100,414
桓仁,辽宁,117200,414
丹东,辽宁,118000,415
凤城,辽宁,118100,415
宽甸,辽宁,118200,415
东港,辽宁,118300,415
锦州,辽宁,121000,416
义县,辽宁,121100,416
凌海,辽宁,121200,416
北宁,辽宁,121300,416
黑山,辽宁,121400,416
营口,辽宁,115000,417
大石桥,辽宁,115100,417
盖州,辽宁,115200,417
阜新,辽宁,123000,418
阜新县,辽宁,123100,418
彰武,辽宁,123200,418
辽阳,辽宁,111000,419
辽阳县,辽宁,111200,419
灯塔,辽宁,111300,419
朝阳,辽宁,122000,421
北票,辽宁,122100,421
喀喇沁左翼,辽宁,122300,421
建平,辽宁,122400,421
凌源,辽宁,122500,421
朝阳县,辽宁,122600,421
盘锦,辽宁,124000,427
盘山,辽宁,124100,427
大洼,辽宁,124200,427
葫芦岛,辽宁,121500,429
兴城,辽宁,121600,429
绥中,辽宁,121700,429
建昌,辽宁,122200,429
长春,吉林,130000,431
农安,吉林,130200,431
德惠,吉林,130300,431
榆树,吉林,130400,431
九台,吉林,130500,431
双阳,吉林,130600,431
吉林,吉林,132000,432
永吉,吉林,132200,432
磬石,吉林,132300,432
桦甸,吉林,132400,432
蛟河,吉林,132500,432
舒兰,吉林,132600,432
延吉,吉林,133000,433
图们,吉林,133100,433
汪清,吉林,133200,433
龙井,吉林,133400,433
和龙,吉林,133500,433
安图,吉林,133600,433
敦化,吉林,133700,433
四平,吉林,136000,434
公主岭,吉林,136100,434
双辽,吉林,136400,434
犁树,吉林,136500,434
通化,吉林,134000,435
通化县,吉林,134100,435
集安,吉林,134200,435
大安,吉林,131300,436
白城,吉林,137000,436
洮南,吉林,137100,436
通榆,吉林,137200,436
镇赉,吉林,137300,436
辽源,吉林,136200,437
东丰,吉林,136300,437
东辽,吉林,136600,437
松原,吉林,131000,438
前郭,吉林,131100,438
扶余,吉林,131200,438
乾安,吉林,131400,438
长岭,吉林,131500,438
临江,吉林,134100,439
江源,吉林,134300,439
长白,吉林,134400,439
抚松,吉林,134500,439
靖宇,吉林,135200,439
珲春,吉林,133300,440
梅河口,吉林,135000,448
辉南,吉林,135100,448
柳河,吉林,135300,448
哈尔滨,黑龙江,150000,451
双成,黑龙江,150100,451
五常,黑龙江,150200,451
阿城,黑龙江,150300,451
宾县,黑龙江,150400,451
呼兰,黑龙江,150500,451
尚志,黑龙江,150600,451
延寿,黑龙江,150700,451
方正,黑龙江,150800,451
通河,黑龙江,150900,451
肇东,黑龙江,151100,451
巴彦,黑龙江,151800,451
木兰,黑龙江,151900,451
齐齐哈尔,黑龙江,161000,452
龙江,黑龙江,161100,452
富裕,黑龙江,161200,452
讷河,黑龙江,161300,452
依安,黑龙江,161500,452
克山,黑龙江,161600,452
拜泉,黑龙江,161700,452
克东,黑龙江,161800,452
甘南,黑龙江,162100,452
泰来,黑龙江,162400,452
勃利,黑龙江,154500,453
七台河,黑龙江,154600,453
牡丹江,黑龙江,157000,453
海林,黑龙江,157100,453
东宁,黑龙江,157200,453
绥芬河,黑龙江,157300,453
宁安,黑龙江,157400,453
穆棱,黑龙江,157500,453
林口,黑龙江,157600,453
鸡西,黑龙江,158100,453
鸡东,黑龙江,158200,453
密山,黑龙江,158300,453
虎林,黑龙江,158400,453
佳木斯,黑龙江,154000,454
鹤岗,黑龙江,154100,454
萝北,黑龙江,154200,454
桦川,黑龙江,154300,454
桦南,黑龙江,154400,454
汤原,黑龙江,154700,454
依兰,黑龙江,154800,454
集贤,黑龙江,154900,454
双鸭山,黑龙江,155100,454
富锦,黑龙江,156100,454
绥滨,黑龙江,156200,454
同江,黑龙江,156400,454
抚远,黑龙江,156500,454
宝清,黑龙江,156600,454
饶河,黑龙江,156700,454
友谊,黑龙江,156900,454
嫩江,黑龙江,161400,456
北安,黑龙江,164000,456
德都,黑龙江,164100,456
孙吴,黑龙江,164200,456
黑河,黑龙江,164300,456
逊克,黑龙江,164400,456
五大连池,黑龙江,164500,456
加格达奇,黑龙江,165000,457
呼玛,黑龙江,165100,457
塔河,黑龙江,165200,457
漠河,黑龙江,165300,457
兰西,黑龙江,151500,458
青冈,黑龙江,151600,458
明水,黑龙江,151700,458
绥化,黑龙江,152000,458
望奎,黑龙江,152100,458
绥棱,黑龙江,152200,458
海伦,黑龙江,152300,458
庆安,黑龙江,152400,458
铁力,黑龙江,152500,458
伊春,黑龙江,153000,458
嘉荫,黑龙江,153200,458
肇州,黑龙江,151200,459
肇源,黑龙江,151300,459
安达,黑龙江,151400,459
杜尔伯特,黑龙江,162000,459
林甸,黑龙江,162300,459
大庆,黑龙江,163000,459
海拉尔,内蒙古,21000,470
鄂温克,内蒙古,21100,470
新巴尔虎左旗,内蒙古,21200,470
新巴尔虎右旗,内蒙古,21300,470
满洲里,内蒙古,21400,470
陈巴尔虎旗,内蒙古,21500,470
牙克石,内蒙古,22100,470
额尔古纳右旗,内蒙古,22200,470
根河,内蒙古,22300,470
鄂伦春,内蒙古,22400,470
扎兰屯,内蒙古,162650,470
阿荣旗,内蒙古,162750,470
莫力达瓦旗,内蒙古,162800,470
呼和浩特,内蒙古,10000,471
土默特左旗,内蒙古,10100,471
托克托,内蒙古,10200,471
和林格尔,内蒙古,11500,471
清水河,内蒙古,11600,471
武川,内蒙古,11700,471
包头,内蒙古,14000,472
白云鄂博,内蒙古,14080,472
土默特右旗,内蒙古,14100,472
固阳,内蒙古,14200,472
达茂旗,内蒙古,14300,472
乌海,内蒙古,16000,473
四子王旗,内蒙古,11800,474
集宁,内蒙古,12000,474
丰镇,内蒙古,12100,474
察哈尔右翼前旗,内蒙古,12200,474
卓资,内蒙古,12300,474
察哈尔右翼后旗,内蒙古,12400,474
化德,内蒙古,13300,474
商都,内蒙古,13400,474
察哈尔右翼中旗,内蒙古,13500,474
兴和,内蒙古,13600,474
凉城,内蒙古,13700,474
通辽,内蒙古,28000,475
科尔沁左翼后旗,内蒙古,28100,475
库伦旗,内蒙古,28200,475
奈曼旗,内蒙古,28300,475
开鲁,内蒙古,28400,475
扎鲁特旗,内蒙古,29100,475
霍林郭勒,内蒙古,29200,475
科尔沁左翼中旗,内蒙古,29300,475
赤峰,内蒙古,24000,476
宁城,内蒙古,24200,476
敖汉旗,内蒙古,24300,476
喀喇沁旗,内蒙古,24400,476
翁牛特旗,内蒙古,24500,476
巴林右旗,内蒙古,25100,476
林西,内蒙古,25200,476
克什克腾旗,内蒙古,25300,476
巴林左旗,内蒙古,25400,476
阿鲁科尔沁,内蒙古,25500,476
达拉特旗,内蒙古,14300,477
鄂托克旗,内蒙古,16100,477
鄂托克前旗,内蒙古,16200,477
东胜,内蒙古,17000,477
准格尔旗,内蒙古,17100,477
伊金霍洛旗,内蒙古,17200,477
乌审,内蒙古,17300,477
杭棉旗,内蒙古,17400,477
乌拉特前镇,内蒙古,14400,478
临河,内蒙古,15000,478
五原,内蒙古,15100,478
磴口,内蒙古,15200,478
乌拉特中镇,内蒙古,15300,478
杭锦后旗,内蒙古,15400,478
乌拉特后镇,内蒙古,15500,478
苏尼特右旗,内蒙古,12500,479
二连浩特,内蒙古,12600,479
苏尼特左旗,内蒙古,13100,479
镶黄旗,内蒙古,13200,479
锡林浩特,内蒙古,26000,479
阿马嗄旗,内蒙古,26100,479
西乌珠穆沁旗,内蒙古,26200,479
东乌珠穆沁旗,内蒙古,26300,479
太仆寺旗,内蒙古,27000,479
正镶白旗,内蒙古,27100,479
正蓝旗,内蒙古,27200,479
多伦,内蒙古,27300,479
科右中旗,内蒙古,29400,482
突泉,内蒙古,37500,482
乌兰浩特,内蒙古,137400,482
扎赉特旗,内蒙古,137600,482
阿拉善左旗,内蒙古,750300,4831
阿拉善右旗,内蒙古,737300,4887
额济纳旗,内蒙古,735400,4888
无锡,江苏,214000,510
锡山,江苏,214100,510
宜兴,江苏,214200,510
江阴,江苏,214400,510
镇江,江苏,212000,511
丹徒,江苏,212100,511
扬中,江苏,212200,511
丹阳,江苏,212300,511
句容,江苏,212400,511
苏州,江苏,215000,512
吴县,江苏,215100,512
吴江,江苏,215200,512
海门,江苏,226100,513
启东,江苏,226200,513
南通,江苏,226300,513
通州市,江苏,226300,513
如东,江苏,226400,513
如皋,江苏,226500,513
海安,江苏,226600,513
仪征,江苏,211400,514
扬州,江苏,225000,514
邗江,江苏,225100,514
江都,江苏,225200,514
高邮,江苏,225600,514
宝应,江苏,225800,514
盐城,江苏,224000,515
大丰,江苏,224100,515
东台,江苏,224200,515
射阳,江苏,224300,515
阜宁,江苏,224400,515
滨海,江苏,224500,515
响水,江苏,224600,515
建湖,江苏,224700,515
徐州,江苏,221000,516
铜山,江苏,221100,516
睢宁,江苏,221200,516
邳县,江苏,221300,516
新沂,江苏,221400,516
沛县,江苏,221600,516
丰县,江苏,221700,516
金湖,江苏,211600,517
盱眙,江苏,211700,517
淮阴,江苏,223000,517
洪泽,江苏,223100,517
淮安,江苏,223200,517
淮阴县,江苏,223300,517
涟水,江苏,223400,517
连云港,江苏,222000,518
赣榆,江苏,222100,518
灌云,江苏,222200,518
东海,江苏,222300,518
灌南,江苏,223500,518
常州,江苏,213000,519
武进,江苏,213100,519
金坛,江苏,213200,519
溧阳,江苏,213300,519
昆山,江苏,215300,520
太仓,江苏,215400,520
常熟,江苏,215500,520
张家港,江苏,215600,520
靖江,江苏,214500,523
泰州,江苏,225300,523
泰兴,江苏,225400,523
姜堰,江苏,225500,523
兴化,江苏,225700,523
泗洪,江苏,211900,527
沐阳,江苏,223600,527
泗阳,江苏,223700,527
宿迁,江苏,223800,527
成武,山东,243600,530
单县,山东,273700,530
荷泽,山东,274000,530
定陶,山东,274100,530
曹县,山东,274400,530
东明,山东,274500,530
鄄城,山东,274600,530
郓城,山东,274700,530
巨野,山东,274900,530
济南,山东,250000,531
章丘,山东,250200,531
长清,山东,250300,531
平阴,山东,250400,531
济阳,山东,251400,531
商河,山东,251600,531
平度,山东,262800,532
青岛,山东,266000,532
即墨,山东,266200,532
胶州,山东,266300,532
胶南,山东,266400,532
莱西,山东,266600,532
淄博,山东,255000,533
沂源,山东,256100,533
高青,山东,256300,533
桓台,山东,256400,533
齐河,山东,251100,534
禹城,山东,251200,534
监邑,山东,251500,534
德州,山东,253000,534
平原,山东,253100,534
夏津,山东,253200,534
武城,山东,253300,534
宁津,山东,253400,534
陵县,山东,253500,534
乐陵,山东,253600,534
庆云,山东,253700,534
莱州,山东,261400,535
烟台,山东,264000,535
牟平,山东,264100,535
海阳,山东,265100,535
莱阳,山东,265200,535
栖霞,山东,265300,535
招远,山东,265400,535
蓬莱,山东,265600,535
龙口,山东,265700,535
长岛,山东,265800,535
潍坊,山东,261000,536
昌邑,山东,261300,536
高密,山东,261500,536
安丘,山东,262100,536
诸城,山东,262200,536
昌乐,山东,262400,536
青州,山东,262500,536
临朐,山东,262600,536
寿光,山东,262700,536
兖州,山东,272000,537
济宁,山东,272100,537
金乡,山东,272200,537
鱼台,山东,272300,537
嘉祥,山东,272400,537
汶上,山东,272500,537
曲阜,山东,273100,537
泗水,山东,273200,537
邹城,山东,273500,537
梁山,山东,274800,537
微山,山东,277600,537
泰安,山东,271000,538
新泰,山东,271200,538
宁阳,山东,271400,538
东平,山东,271500,538
肥城,山东,271600,538
平邑,山东,273300,539
费县,山东,273400,539
临沂,山东,276000,539
郯城,山东,276100,539
蒙阴,山东,276200,539
沂南,山东,276300,539
沂水,山东,276400,539
莒南,山东,276600,539
临沭,山东,276700,539
苍山,山东,277700,539
惠民,山东,251700,543
阳信,山东,251800,543
无棣,山东,251900,543
邹平,山东,256200,543
博兴,山东,256500,543
滨州,山东,256600,543
沾化,山东,256800,543
东营,山东,257000,546
广饶,山东,257300,546
利津,山东,257400,546
垦利,山东,257500,546
凤阳,安徽,233100,550
定远,安徽,233200,550
滁州,安徽,239000,550
来安,安徽,239200,550
天长,安徽,239300,550
明光,安徽,239400,550
全椒,安徽,239500,550
合肥,安徽,230000,551
长丰,安徽,231100,551
肥西,安徽,231200,551
肥东,安徽,231600,551
蚌埠,安徽,233000,552
五河,安徽,233300,552
怀远,安徽,233400,552
固镇,安徽,233700,552
芜湖,安徽,241000,553
芜湖县,安徽,241100,553
繁昌,安徽,241200,553
南陵,安徽,242400,553
淮南,安徽,232000,554
凤台,安徽,232100,554
马鞍山,安徽,243000,555
当涂,安徽,243100,555
桐城,安徽,231400,556
安庆,安徽,246000,556
怀宁,安徽,246100,556
望江,安徽,246200,556
潜山,安徽,246300,556
太湖,安徽,246400,556
宿松,安徽,246500,556
岳西,安徽,246600,556
枞阳,安徽,246700,556
宿州,安徽,234000,557
灵壁,安徽,234200,557
泗县,安徽,234300,557
萧县,安徽,235200,557
砀山,安徽,235300,557
蒙城,安徽,233500,558
涡阳,安徽,233600,558
阜阳,安徽,236000,558
颍上,安徽,236200,558
阜南,安徽,236300,558
临泉,安徽,236400,558
界首,安徽,236500,558
太和,安徽,236600,558
利辛,安徽,236700,558
毫州,安徽,236800,558
黄山,安徽,245000,559
歙县,安徽,245200,559
休宁,安徽,245400,559
黟县,安徽,245500,559
祁门,安徽,245600,559
淮北,安徽,235000,561
濉溪,安徽,235100,561
铜陵,安徽,244000,562
铜陵县,安徽,244100,562
宣州,安徽,242000,563
郎溪,安徽,242100,563
广德,安徽,242200,563
宁国,安徽,242300,563
泾县,安徽,242500,563
旌德,安徽,242600,563
绩溪,安徽,245300,563
舒城,安徽,231300,564
寿县,安徽,232200,564
六安,安徽,237000,564
霍山,安徽,237200,564
金寨,安徽,237300,564
霍邱,安徽,237400,564
庐江,安徽,231500,565
巢湖,安徽,238000,565
含山,安徽,238100,565
和县,安徽,238200,565
无为,安徽,238300,565
青阳,安徽,242800,566
石台,安徽,245100,566
贵池,安徽,247100,566
东至,安徽,247200,566
衢州,浙江,324000,570
衢县,浙江,324000,570
江山,浙江,324100,570
常山,浙江,324200,570
开化,浙江,324300,570
龙游,浙江,324400,570
杭州,浙江,310000,571
余杭,浙江,311100,571
萧山,浙江,311200,571
临安,浙江,311300,571
富阳,浙江,311400,571
桐庐,浙江,311500,571
建德,浙江,311600,571
淳安,浙江,311700,571
湖州,浙江,313000,572
长兴,浙江,313100,572
德清,浙江,313200,572
安吉,浙江,313300,572
嘉兴,浙江,314000,573
嘉善,浙江,314100,573
平湖,浙江,314200,573
海盐,浙江,314300,573
海宁,浙江,314400,573
桐乡,浙江,314500,573
宁波,浙江,315000,574
鄞县,浙江,315100,574
镇海,浙江,315200,574
慈溪,浙江,315300,574
余姚,浙江,315400,574
奉化,浙江,315500,574
宁海,浙江,315600,574
象山,浙江,315700,574
诸暨,浙江,311800,575
绍兴,浙江,312000,575
绍兴县,浙江,312300,575
上虞,浙江,312300,575
嵊县,浙江,312400,575
新昌,浙江,312500,575
台州,浙江,317000,576
临海,浙江,317000,576
三门,浙江,317100,576
天台,浙江,317200,576
仙居,浙江,317300,576
黄岩,浙江,317400,576
温岭,浙江,317500,576
玉环,浙江,317600,576
椒江,浙江,317700,576
温州,浙江,325000,577
瓯海,浙江,325000,577
永嘉,浙江,325100,577
瑞安,浙江,325200,577
文成,浙江,325300,577
平阳,浙江,325400,577
泰顺,浙江,325500,577
乐清,浙江,325600,577
洞头,浙江,325700,577
苍南,浙江,325800,577
缙云,浙江,321400,578
丽水,浙江,323000,578
遂昌,浙江,323300,578
松阳,浙江,323400,578
景宁,浙江,323500,578
云和,浙江,323600,578
龙泉,浙江,323700,578
庆元,浙江,323800,578
青田,浙江,323900,578
金华,浙江,321000,579
金华县,浙江,321000,579
兰溪,浙江,321100,579
武义,浙江,321200,579
永康,浙江,321300,579
义乌,浙江,322000,579
东阳,浙江,322100,579
浦江,浙江,322200,579
